place_id,name,keyword,estimated_transport_carbon_kg,activity_carbon_score,visitor_carbon_factor,carbon_impact_score,has_carbon_offset_potential,carbon_category_encoded,distance_from_center_km,nearby_places_count,user_ratings_total,popularity_score,keyword_encoded,num_types,is_food,is_lodging,is_tourist_attraction,tourism_score,popularity_score,rating_filled,has_rating,has_reviews
ChIJQRsVwqL51jARtHBAB1m0unI,Chiang Rai Koi Farm,ฟาร์ม,3.9598628533288878,3,0.44067192472642536,2.520160433416594,0,1,32.99885711107407,26,81,3.5795436149476925,6,4,1,0,0,0.605497678994033,3.5795436149476925,4.3,1,1
ChIJr-2uxBX31jAR2BRa-SW1W9Y,Mor Gold Farm-ฟาร์มหมอทองคำ,ฟาร์ม,4.823366824741362,3,0.37376696182833685,2.75914013597091,0,1,40.19472353951136,35,41,3.498828726253427,6,2,0,0,0,0.6008639256245616,3.498828726253427,4.6,1,1
ChIJQ9ASCoP_1jARpDWW7aqN62Q,สุรชัยฟาร์ม แม่จัน,ฟาร์ม,2.7502158283645497,3,0.06931471805599453,2.0458591639261634,0,1,22.918465236371247,26,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJUevvy9L71jAR9JDXwlHRUyg,Ing Chan Farm,ฟาร์ม,3.799006975918673,3,0.5093750200806763,2.492514598799805,0,1,31.65839146598894,23,162,3.785652901010445,6,6,1,1,0,0.6173301873976584,3.785652901010445,4.3,1,1
ChIJ059HCsH-1jARR7ub-ZZHtOI,บ้านนอกฟาร์ม - Farmbannok,ฟาร์ม,2.9187964518476948,3,0.06931471805599453,2.0964333509711066,0,1,24.32330376539746,29,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJdWMCLAD51jARf28w2HULlKg,ฟาร์มกบ โชติกา แม่จัน,ฟาร์ม,3.1940737554578984,3,0.13862943611198905,2.1998109574709663,0,1,26.61728129548249,30,3,2.8317766166719345,6,2,0,0,0,0.5625691944988807,2.8317766166719345,5.0,1,1
ChIJrVUHX19Z1jAR5gEgsWTx8aA,มดซี่ ฟาร์มนกกระทา,ฟาร์ม,4.78566590783961,3,0.06931471805599453,2.656494187768682,0,1,39.88054923199675,12,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJuXYa9klX1jAR2MkvRC__sT4,จอมสวรรค์ฟาร์ม,ฟาร์ม,3.975025205055437,3,0.06931471805599453,2.41330197693343,0,1,33.12521004212864,15,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJLbwPYLdX1jARP4wZpQUsjAI,ฟาร์ม​เห็ด​ ธน​กฤต​ฟาร์ม​,ฟาร์ม,3.8617016915027893,3,0.06931471805599453,2.379304922867635,0,1,32.18084742918991,8,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJe_bqJSX51jARIrZp6F3uJmA,อั๋นฟาร์มควายแคระเชียงราย,ฟาร์ม,4.327705825151999,3,0.10986122886681096,2.531270116205643,0,1,36.06421520959999,26,2,2.659167373200866,6,2,0,0,0,0.5526598868547163,2.659167373200866,5.0,1,1
ChIJEZiK6DpT1jAR4fxZcJw8CkE,HAMAN The Smart Green Farm Ltd.,ฟาร์ม,3.5427957669378207,3,0.23025850929940458,2.331916282871168,0,1,29.523298057815175,7,9,3.1883033686666304,6,2,0,0,0,0.5830370049002527,3.1883033686666304,4.9,1,1
ChIJnTx8ya3_1jAR96oLNG1hvgA,ฮิมดอยฟาร์ม(Him Doi Farm) ร้านขายเนื้อและอาหารแช่แข็ง,ฟาร์ม,3.1647727010693174,3,0.1791759469228055,2.2031845943976367,0,1,26.373105842244314,30,5,2.995055681536833,6,4,1,0,0,0.5719428668066961,2.995055681536833,4.8,1,1
ChIJPQDzDfH51jARpuSUToPjdUE,CS FARM นกกระทา แม่จัน,ฟาร์ม,3.3365338752442955,3,0.19459101490553132,2.2593374670449484,0,1,27.80444896036913,35,6,3.1213008854850104,6,4,1,0,0,0.5791904657148764,3.1213008854850104,5.0,1,1
ChIJ-beZIcv31jARGdvDCKTm8ZU,Home Hug Organic Farm ฮอมฮัก ออร์แกนิคฟร์าม,ฟาร์ม,4.724253608544898,3,0.06931471805599453,2.6380704979802676,0,1,39.36878007120749,23,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJ35nBV-pW1jARLwaCwQejzhQ,ประวิตรฟาร์ม,ฟาร์ม,3.8365413258231604,3,0.13862943611198905,2.392551228580545,0,1,31.971177715193004,6,3,2.5517766166719342,6,2,0,0,0,0.5464947011254649,2.5517766166719342,4.3,1,1
ChIJqZvXNgD51jARWdo-sxglwgc,ชัยญดาฟาร์ม (Chaiyada Farm),ฟาร์ม,3.948660303405696,3,0.0,2.384598091021709,0,1,32.9055025283808,26,0,0.0,6,2,0,0,0,0.0,0.0,4.611457378551788,0,0
ChIJZWTIVQD_1jARKilv6tEKoZc,สยามฟาร์ม สาขาแม่จัน,ฟาร์ม,3.1819927958618526,3,0.0,2.154597838758556,0,1,26.516606632182107,30,0,0.0,6,4,1,0,0,0.0,0.0,4.611457378551788,0,0
ChIJ60gMzmCz1zARRUWy94p7fso,ฟาร์มกัญชาเวียงเชียงรุ้ง,ฟาร์ม,4.335209703902514,3,0.0,2.5005629111707544,0,1,36.12674753252095,4,0,0.0,6,2,0,0,0,0.0,0.0,4.611457378551788,0,0
ChIJowCwkv2t1zARjpRf-7GV8B4,ฟาร์มเกษตรอินทรีย์ มณีฟาร์มสุข 2,ฟาร์ม,2.969020795474253,3,0.0,2.090706238642276,0,1,24.741839962285443,14,0,0.0,6,2,0,0,0,0.0,0.0,4.611457378551788,0,0
ChIJMTCjx0qv1zARTf4ilyG0j2w,Mulberry farm,ฟาร์ม,2.217717706832817,3,0.06931471805599453,1.8861097274666436,0,1,18.480980890273475,14,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJZWKdMv1T1jARCqS9bgDTrUU,ไร่อารมณ์ดี กัญชาคาเฟ่,ฟาร์ม,3.335175574816889,3,0.2833213344056216,2.285549072766753,0,1,27.793129790140746,9,16,3.1474918439852817,6,2,0,0,0,0.5806940599607908,3.1474918439852817,4.4,1,1
ChIJ97au_rit1zAR9BIrQQigOvY,VV FARM เชียงราย,ฟาร์ม,2.711870838938287,3,0.06931471805599453,2.0343556670982847,0,1,22.59892365781906,6,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJX3J6OM-v1zARHPiFqwVOhoE,นาจ๋าฟาร์ม เชียงราย,ฟาร์ม,2.1706916041238156,3,0.0,1.8512074812371448,0,1,18.089096701031796,12,0,0.0,6,2,0,0,0,0.0,0.0,4.611457378551788,0,0
ChIJzXHZrkRT1jAROFrWsB6HWrU,ไร่อยู่ดี Yoodee Smart Farm,ฟาร์ม,3.5278920982511104,3,0.06931471805599453,2.2791620448921313,0,1,29.399100818759255,6,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJ5yvyNQCt1zARfFu_6AYo5Ic,โอเล่ฟาร์ม,ฟาร์ม,3.2009251241916843,3,0.0,2.1602775372575054,0,1,26.674376034930702,10,0,0.0,6,2,0,0,0,0.0,0.0,4.611457378551788,0,0
ChIJSSARaVC91zAR8ASH9WRiqaU,ฟาร์มแหนแดงเชียงราย,ฟาร์ม,4.596607506725994,3,0.06931471805599453,2.599776667434597,0,1,38.305062556049954,9,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJVX2x0XlN1jAR1VA6z-_GXyE,โคกหนองนาแม่อุ๊ จ.เชียงราย,ฟาร์ม,4.441001330400868,3,0.13862943611198905,2.573889229953857,0,1,37.00834442000724,2,3,2.8317766166719345,6,2,0,0,0,0.5625691944988807,2.8317766166719345,5.0,1,1
ChIJk_k7xlu_1zARZtH2vgs3x_0,สมบูรณ์ดี ฟาร์มไส้เดือน,ฟาร์ม,5.419114921871868,3,0.06931471805599453,2.846528891978359,0,1,45.1592910155989,9,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJ9cOCNg6Z1zARZ-z76ja_O4Y,พีระพันธุ์ฟาร์มผึ้ง,ฟาร์ม,4.910853217071789,3,0.10986122886681096,2.70621433378158,0,1,40.92377680893158,7,2,2.4591673732008656,6,2,0,0,0,0.5411781058737051,2.4591673732008656,4.5,1,1
ChIJfS9_aXuX1zARCwQYQ8bPAS4,ประสบการณ์ ฟาร์ม,ฟาร์ม,5.406670882547905,3,0.06931471805599453,2.84279568018117,0,1,45.05559068789921,6,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJu_uAZI6Z1zAR-g2_bTzezT8,ฟาร์มผึ้งเพชรนิติพล,ฟาร์ม,4.297732471802536,3,0.06931471805599453,2.510114156957559,0,1,35.814437265021134,7,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJWw7vp6YH1zARXMC5AKzrDt0,น้ำเพชรสวนกระบองเพชรกินได้ NamPetchEdibleCactusFarm,ฟาร์ม,5.695664337328468,3,0.06931471805599453,2.9294937166153385,0,1,47.463869477737234,32,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJV7YevhOV1zARVKZ3GomTcB8,ฟาร์มหนูจ๋า,ฟาร์ม,5.837178954288351,3,0.06931471805599453,2.971948101703304,0,1,48.64315795240293,20,1,2.4158883083359672,6,3,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJrVLXOQC_1zARcI7kq6Ne0S4,กลางทุ่งซอยเลสฟาร์ม(ผักไฮโดรโปรนิคส์/เกษตรอินทรีย์),ฟาร์ม,5.789513921282712,3,0.06931471805599453,2.957648591801612,0,1,48.2459493440226,28,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJRSlNpYWb1zARInoID87zz90,สวนขันทอง เมล่อนฟาร์ม.เชียงราย,ฟาร์ม,5.3510436821952565,3,0.20794415416798356,2.867696350908972,0,1,44.59203068496047,2,7,2.801360303272367,6,4,1,0,0,0.5608230272553625,2.801360303272367,4.1,1,1
ChIJZ4vqRjm-1zARRXbdKMS0Uco,Inchi Star Nut Farm สวนถั่วดาวอินชิ,ฟาร์ม,5.6965085153174275,3,0.10986122886681096,2.941910923255272,0,1,47.4709042943119,32,2,1.6591673732008658,6,2,0,0,0,0.4952509819496603,1.6591673732008658,2.5,1,1
ChIJrbSzLZ-X1zARcG9e-pR38PM,กลุ่มวิสาหกิจชุมชนกลุ่มหมูดำเหมยซานเกษตรพอเพียง,ฟาร์ม,5.062226795798938,3,0.23978952727983707,2.790604896923633,0,1,42.18522329832448,7,10,3.216896422607928,6,2,0,0,0,0.5846785008149138,3.216896422607928,4.9,1,1
ChIJA3Ey5iS91zARtpTB8OT_THY,สวนเห็ดศิรินทร์,ฟาร์ม,4.569179991377821,3,0.16094379124341002,2.6190371347863692,0,1,38.07649992814851,15,4,2.9656627474604598,6,2,0,0,0,0.5702554506494251,2.9656627474604598,5.0,1,1
ChIJwSn-cPmf1zARw-_k-OfwCD4,ฟาร์มผึ้งออม&เอม,ฟาร์ม,4.5918345313030455,3,0.06931471805599453,2.598344774807712,0,1,38.26528776085871,25,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJH807bWK_1zARsnKaxASjTGI,ปันปอนฟาร์ม หมูกระทะ,ฟาร์ม,5.740784765491158,3,0.37612001156935626,3.0350714331181545,0,1,47.83987304575965,28,42,3.585887875476485,6,4,1,0,0,0.6058618960434232,3.585887875476485,4.8,1,1
ChIJNzviCMeZ1zARjTmrMXMQpo8,พงษ์เจริญฟาร์ม,ฟาร์ม,4.968371044273442,3,0.0,2.690511313282033,0,1,41.40309203561202,6,0,0.0,6,2,0,0,0,0.0,0.0,4.611457378551788,0,0
ChIJM4zM2ynB1zARHy5nCnGOSIY,ฟาร์มแพะนายพล,ฟาร์ม,6.310669800822492,3,0.06931471805599453,3.113995355663546,0,1,52.5889150068541,7,1,2.0158883083359673,6,2,0,0,0,0.515729940192474,2.0158883083359673,4.0,1,1
ChIJt8aYo7e91zARDwcBlKo-uMY,ฟาร์มเห็ดเกษตรสุข,ฟาร์ม,4.857101317527607,3,0.0,2.6571303952582825,0,1,40.47584431273006,19,0,0.0,6,2,0,0,0,0.0,0.0,4.611457378551788,0,0
ChIJR6P_gCGc1zARhvWmdOIbxt4,สวนเปรียวจันทร์,ฟาร์ม,4.7337713419742125,3,0.10986122886681096,2.6530897712523074,0,1,39.448094516451775,26,2,2.659167373200866,6,2,0,0,0,0.5526598868547163,2.659167373200866,5.0,1,1
ChIJz8Iqh3C_1zAR7whGUPbCSuI,PSB ฟาร์ม coffee,ฟาร์ม,5.825482890034801,3,0.10986122886681096,2.9806032356704835,0,1,48.54569075029001,27,2,2.659167373200866,6,4,1,0,0,0.5526598868547163,2.659167373200866,5.0,1,1
ChIJpSBGoNZf1jARz-qH-wUg_Fw,แม่สายฟิชฟาร์ม,ฟาร์ม,6.662952941862929,3,0.32188758248682003,3.2954521573049247,0,1,55.52460784885774,19,24,3.5031905882288767,6,4,1,0,0,0.6011143353439192,3.5031905882288767,5.0,1,1
ChIJN9TrhFj11jARurCaGgNw9iE,ธวัชชัย ฟรามกบ แม่สาย,ฟาร์ม,6.4916336455504275,3,0.06931471805599453,3.1682845090819267,0,1,54.09694704625357,71,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJFb8qSFBf1jARr3MTptxt_sQ,อุดมชัย ฟาร์ม อ.แม่สาย จ.เชียงราย,ฟาร์ม,6.9844334116067115,3,0.06931471805599453,3.316124438898812,0,1,58.20361176338926,26,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJ8Qf--Wxf1jARq4YxWU1q97c,ฟาร์มปลานิลก้าวไกลแม่สาย,ฟาร์ม,6.808809585037713,3,0.06931471805599453,3.263437290928112,0,1,56.74007987531427,23,1,2.4158883083359672,6,3,1,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJk-Sbs1tf1jARKU4p1JDEiCA,ฮักนะฟาร์ม แม่สาย,ฟาร์ม,6.410577933393127,3,0.10986122886681096,3.1561317486779816,0,1,53.421482778276065,13,2,2.659167373200866,6,2,0,0,0,0.5526598868547163,2.659167373200866,5.0,1,1
ChIJXcgPSA5f1jAR1KYpvmeU9nk,เจพี จำปาฟาร์ม,ฟาร์ม,6.652908627629228,3,0.13862943611198905,3.237461419122365,0,1,55.440905230243565,28,3,2.7117766166719344,6,2,0,0,0,0.5556801259102739,2.7117766166719344,4.7,1,1
ChIJqVNWfJD11jARHx8N2q2rie0,เวิลด์โกรว์ ออร์แกนิค ฟาร์ม WorldGrow Organic Farm,ฟาร์ม,6.213653467282317,3,0.19459101490553132,3.1224733446563544,0,1,51.780445560685976,32,6,3.1213008854850104,6,5,1,0,0,0.5791904657148764,3.1213008854850104,5.0,1,1
ChIJHT7oWLv11jARibj_JEhMZkY,Phami Sheep Farm ฟาร์มแกะผาหมี,ฟาร์ม,6.430018457131959,3,0.21972245773362195,3.1949222744596746,0,1,53.58348714276633,64,8,3.1566952139692823,6,2,0,0,0,0.5812224153530083,3.1566952139692823,4.9,1,1
ChIJQxqh0-pg1jART9mpKkw1tb4,กล้ารวยฟาร์ม,ฟาร์ม,7.372859656360575,3,0.06931471805599453,3.432652312324971,0,1,61.440497136338124,15,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJDa7vwLj11jAR1QHnWllcYHU,ผาฮี้ฟาร์มสเตย์,ฟาร์ม,5.864494979868058,3,0.4663439094112067,3.09925166678378,0,1,48.87079149890049,36,105,3.8165595690020364,6,3,0,1,0,0.61910450536132,3.8165595690020364,4.7,1,1
ChIJfx4VqOtg1jAR0-jLThiYLl8,Maesai Legend Farm,ฟาร์ม,7.405286512822299,3,0.10986122886681096,3.4545443225067327,0,1,61.71072094018582,13,2,2.659167373200866,6,2,0,0,0,0.5526598868547163,2.659167373200866,5.0,1,1
ChIJH42S9aVf1jARzzSVtCpJZWs,รักษ์ฟาร์ม,ฟาร์ม,6.782172620312991,3,0.10986122886681096,3.2676101547539407,0,1,56.51810516927493,21,2,2.659167373200866,6,2,0,0,0,0.5526598868547163,2.659167373200866,5.0,1,1
ChIJ82I95zn11jARfN_sQI-2mDk,ชัยลีฟาร์มโคนมและม้า,ฟาร์ม,6.7841759096881535,3,0.21972245773362195,3.3011695102265324,0,1,56.53479924740128,55,8,3.1966952139692824,6,2,0,0,0,0.5835187715492105,3.1966952139692824,5.0,1,1
ChIJUd0H1Mv31jARqxSq4B-ffyU,วัลลภฟาร์มปลา,ฟาร์ม,5.109273696606943,3,0.13862943611198905,2.7743709398156797,0,1,42.57728080505786,22,3,2.8317766166719345,6,2,0,0,0,0.5625691944988807,2.8317766166719345,5.0,1,1
ChIJjfiH_Dxf1jARUTo1Y1AVPo4,กันต์กิลล์แฟมิลี่ฟาร์มสเตย์,ฟาร์ม,6.336165001788776,3,0.1791759469228055,3.1546022846134743,0,1,52.80137501490647,15,5,2.995055681536833,6,2,0,0,0,0.5719428668066961,2.995055681536833,4.8,1,1
ChIJ5Zo7jtVf1jARHkAZbVLVrf4,ฟินเมล่อนฟาร์ม,ฟาร์ม,7.004547197162754,3,0.06931471805599453,3.322158574565625,0,1,58.37122664302295,24,1,2.4158883083359672,6,4,1,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJH8tcj6Zf1jAR3oas-uPjE2Q,ซันยีฟาร์ม,ฟาร์ม,6.493956250133923,3,0.16094379124341002,3.1964700124132,0,1,54.11630208444936,56,4,2.8856627474604597,6,3,1,0,0,0.5656627382570205,2.8856627474604597,4.8,1,1
ChIJHf0eRFBZ1jARaHzIR3YH8OM,ฟาร์ม อชิรญา,ฟาร์ม,5.622585475405716,3,0.13862943611198905,2.9283644734553116,0,1,46.8548789617143,10,3,2.8317766166719345,6,2,0,0,0,0.5625691944988807,2.8317766166719345,5.0,1,1
ChIJ3UL49yg_1zARra7q7m5MeqE,Akha FarmVille,ฟาร์ม,4.606029826968616,3,0.7585281078639126,2.8093673804497588,0,1,38.383581891405136,30,1968,4.653112164360154,6,4,1,0,0,0.667130073756312,4.653112164360154,4.6,1,1
ChIJ9cDXtTj21jARMt53IbLkwUc,ฟาร์มขายสุนัขเยอรมันเชพเพิร์ด เชียงราย,ฟาร์ม,5.300954955811943,3,0.20794415416798356,2.8526697329939785,0,1,44.17462463176619,21,7,3.1613603032723674,6,3,0,0,0,0.5814902330211826,3.1613603032723674,5.0,1,1
ChIJH11mWRr11jARcpN6knMSKZs,สวนส่อผ่า ฟาร์มสเตย์,ฟาร์ม,6.254913475730272,3,0.2833213344056216,3.161470443040768,0,1,52.124278964418934,52,16,3.3874918439852815,6,3,0,1,0,0.5944721971380043,3.3874918439852815,5.0,1,1
ChIJOx14lapB1zARiLNDePHLJZU,สวนกู๋ฟาร์ม Guu Farm,ฟาร์ม,5.1069374361051585,3,0.3091042453358316,2.824812504432297,0,1,42.55781196754299,23,21,3.3448405767759115,6,2,0,0,0,0.5920236345947014,3.3448405767759115,4.7,1,1
ChIJLSuEkmkX1zARqhgoItH8jYQ,YAYO FARM,ฟาร์ม,4.000260272530761,3,0.635437004079735,2.590709182983149,0,1,33.33550227108968,25,574,4.283838853007621,6,4,1,0,0,0.6459304973408992,4.283838853007621,4.6,1,1
ChIJ8ZNuxVBB1zAR0q4MGxhpvxE,AMIOU Farm,ฟาร์ม,3.9217944832332585,3,0.24849066497880004,2.451085544463618,0,1,32.68162069361049,23,11,3.2829998357048167,6,6,1,1,0,0.5884734253712927,3.2829998357048167,5.0,1,1
ChIJjaHo5KxB1zARKlg08Fq4p0s,คำออนฟาร์ม c’mon farm,ฟาร์ม,5.911265139964322,3,0.23978952727983707,3.0453164001732476,0,1,49.26054283303602,18,10,3.136896422607928,6,5,0,1,0,0.5800857884225092,3.136896422607928,4.7,1,1
ChIJryr98QQW1zARTZpruK-F_XY,Doi Chang Coffee Farm,ฟาร์ม,4.073862325461999,3,0.5159055299214529,2.5769303566150357,0,1,33.948852712183324,37,173,3.8452444305327758,6,2,0,0,0,0.6207512718491528,3.8452444305327758,4.4,1,1
ChIJ2xK43b1B1zARvSK8Q2Q7MOU,บ้านฟาร์มจาลาบีฟาร์ม,ฟาร์ม,5.730148006810672,3,0.06931471805599453,2.93983881746,0,1,47.751233390088935,21,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJecldDodB1zARM-jd6fpXUzI,สยามฟาร์ม สาขาแม่สรวย,ฟาร์ม,5.232262721054858,3,0.21972245773362195,2.8355955536365443,0,1,43.602189342123815,24,8,2.7566952139692824,6,4,1,0,0,0.5582588533909859,2.7566952139692824,3.9,1,1
ChIJa9ZteYdD1zARSB52cpQuFLc,ณโกมลฟาร์ม,ฟาร์ม,6.865021650855369,3,0.06931471805599453,3.280300910673409,0,1,57.20851375712808,6,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJwcb0ZqpB1zARtnAfkzfsJl4,ไพบูลย์ฟาร์ม,ฟาร์ม,6.225824662780494,3,0.06931471805599453,3.0885418142509464,0,1,51.88187218983745,14,1,2.4158883083359672,6,2,0,0,0,0.5386935021544965,2.4158883083359672,5.0,1,1
ChIJCyGzwJVB1zARUveWNBQNppM,originbeancoffee(ดอยหลวงคอฟฟี่ฟาร์ม),ฟาร์ม,5.737855961178195,3,0.5590986980510857,3.0890863977687846,0,1,47.81546634315163,20,267,4.054823934921673,6,5,1,0,0,0.6327830016866638,4.054823934921673,4.6,1,1
ChIJzez9C8I_1zARjaJ87e1Z_x0,Modern Farm,ฟาร์ม,5.689303121375758,3,0.10986122886681096,2.939749305072771,0,1,47.410859344797984,27,2,2.659167373200866,6,2,0,0,0,0.5526598868547163,2.659167373200866,5.0,1,1
